tweetID,crisisname,period,relatedness_annotation,urgency_annotation,intention_annotation
1060992288720121856,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060301640899674112,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060888786861780992,EffondrementMarseille,After,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1060470451338690560,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060293415592755200,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060904176681697280,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060470437346455552,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060847771350192128,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060207039417344000,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1061023539854229504,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060903892123348992,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060900143925469184,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060461836720578560,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060180076057120768,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060231723693342720,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060068706640949248,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060621824072040448,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060863036477587456,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060512794204889088,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060083000518545408,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060653983969222656,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060060403005341696,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060485682408374272,EffondrementMarseille,After,Message-Utilisable,Message-InfoNonUrgent,Critiques
1060906873954689024,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060846013173415936,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060880882377068544,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060457223141408768,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060473910595121152,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1061029674959151104,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060894576431583232,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060787507783221248,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060791726191902720,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060740284768772096,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060075640312029184,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060095283697238016,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060302643585789952,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060664182478196736,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060620361623105536,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060829484134350848,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060652230095896576,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060995759351447552,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060608166235385856,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060849433145958400,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060468800993267712,EffondrementMarseille,After,Message-Utilisable,Message-InfoUrgent,Degats-Humains
1060237124266610688,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060971340767870976,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060603619991527424,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060548337571676160,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060867648215568384,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060244579130191872,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060591446884040704,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060849156783304704,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060944143667617792,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1061023284454739968,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060854033391476736,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060861094401634304,EffondrementMarseille,After,Message-Utilisable,Message-InfoNonUrgent,Critiques
1060849506831491072,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060253742136811520,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060808172980584448,EffondrementMarseille,After,Message-Utilisable,Message-InfoNonUrgent,Critiques
1061015028172812288,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060270674336514048,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060976615176523776,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060627734634905600,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060621702323945472,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060952975512879104,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060136866647805952,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060153662805237760,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060820492507062272,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060959298518507520,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060834216735318016,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060171305302048768,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060271212142755840,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060569978414489600,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060494999064903680,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060620903367753728,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060413223801905152,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060823831240171520,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060933473542782976,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060468138339418112,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060558065462927360,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060901491060424704,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060425714980265984,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060463255762726912,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060887490339487744,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060280112585891840,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060816143273861120,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060615563402190848,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060537656046747648,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060510807585366016,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060852935217868800,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060161494485229568,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060890677574332416,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060105935602044928,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060461668520603648,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060281222071496704,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060447029154013184,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060455369175154688,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060232110546579456,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060679928914558976,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060417172974026752,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060501927178448896,EffondrementMarseille,After,Message-Utilisable,Message-InfoNonUrgent,Critiques
1060438589442531328,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060307364493045760,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060179368796917760,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060572606234017792,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060852442382942208,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060882860276662272,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060815753958641664,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060915693040717824,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060478702847451136,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060986253687046144,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060623905935642624,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060933650294939648,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060612096776384512,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060602756589912064,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060158886555070464,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060465444178534400,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060095149617881088,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060623921647702016,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060314336592363520,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1061018853206097920,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060515859398098944,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060773811300323328,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060261029941313536,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060843605957468160,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060434012106297344,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060659650503290880,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060620697427476480,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060662809535614976,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060548126002556928,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060447547100151808,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060472424905523200,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060186439168811008,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060171354790617088,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060573630797701120,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1061022238344929280,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060151220344635392,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060800447404015616,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060486517670453248,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060620506158845952,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060584620180365312,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060504008551477248,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060589927367409664,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060086956758102016,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060000592058376192,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060581863918583808,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060194253756874752,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060560655286190080,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060129893529411584,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060539135545479168,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060605485504704512,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060599679073824768,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060816273989353472,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060221254823763968,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060060927918247936,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060540623495852032,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060518026079100928,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060694779124695040,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060601273366577152,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1059983802607591424,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060176356699488256,EffondrementMarseille,After,Message-Utilisable,Message-InfoNonUrgent,Critiques
1060701147898486784,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060597190450651136,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060637580885155840,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060264132518313984,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060632183604477952,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060260679410704384,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060194303727800320,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060181894564888576,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060145139044282368,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060908437951954944,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060652690055876608,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060470004263632896,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060927110196482048,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060634913727225856,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060543152631791616,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060936919469690880,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060067612393160704,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060096246264852480,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060623907982659584,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060486530400182272,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060215089851256832,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060231589697912832,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1061038736149041152,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060281952249544704,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060600609030791168,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060168546519527424,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060245871403642880,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060911254137724928,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060619150324891648,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060213510922211328,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060435174075326464,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060443168955604992,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060932226752397312,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060231286915325952,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060486532111458304,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060241037581582336,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060275408535457792,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060562011602468864,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060178000338210816,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060773756233269248,EffondrementMarseille,After,Message-Utilisable,Message-InfoNonUrgent,Critiques
1060284932168278016,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1059836929036967936,EffondrementMarseille,During,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1059068344278679552,EffondrementMarseille,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1059391878804717568,EffondrementMarseille,During,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060517376356179968,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1059478461067087872,EffondrementMarseille,During,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1059472892570882048,EffondrementMarseille,During,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060784688984481792,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1060629030746161152,EffondrementMarseille,After,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819225998478680064,Egon,Before,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 819150506215907328,Egon,Before,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 819286934220668928,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819204949167009792,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819151221852409856,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819084351308763136,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819188403078131712,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819172330362589184,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819319122597203968,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819218001643925504,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819279767979626496,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819246429407444992,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819237271580901376,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 818840575352963072,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819105894709477376,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819243728913235968,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819143821363658752,Egon,Before,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 818998005743448064,Egon,Before,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 819173427864944640,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819080897437777920,Egon,Before,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 819187009939980288,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819192181332340736,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819171196545728512,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819251349808414720,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819171767256236032,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819135306918227968,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819325720463818752,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819330274303557632,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819293971583221760,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819215270594170880,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819242345724051456,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 818977744704983040,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819219518228721664,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819324767153037312,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819147474065571840,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819085881424433152,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819260011603955712,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819126994382286848,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819137555211964416,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819079862237483008,Egon,Before,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 819158448566845440,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819284468485787648,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819181586688147456,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819173510635352064,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819158614057177088,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819231411131547648,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 818999355533193216,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819226495566675968,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819169028463685632,Egon,Before,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 819209412334276608,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819114648058339328,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819179521953959936,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 818971111325073408,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 818977378202357760,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819293389413826560,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819242128824008704,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819302832163745792,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819176322773630976,Egon,Before,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 819254386207526912,Egon,Before,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 819000987608354816,Egon,Before,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
